model,cv_seed,fold,balanced_accuracy,f1_macro,log_loss,roc_auc,fit_seconds
hist_gbdt_raw_t0p5,55,2,0.6785714285714286,0.675,0.7520254693759184,0.6904761904761905,0.0
hist_gbdt_raw_t0p5,55,3,0.5357142857142857,0.5357142857142857,0.8773805918580686,0.7142857142857143,0.0
hist_gbdt_raw_t0p5,55,4,0.75,0.7450980392156863,0.4560411281477744,0.9761904761904763,0.0
hist_gbdt_raw_t0p5,55,5,0.8333333333333333,0.8375,0.5493954684631623,0.8571428571428572,0.0
kanboost_bandpower_select80,11,1,0.65,0.6153846153846154,0.6592000603716278,0.675,1.8469810000005964
kanboost_bandpower_select80,11,2,0.6785714285714286,0.675,0.605671006360455,0.7142857142857143,0.5312548999991122
kanboost_bandpower_select80,11,3,0.75,0.7450980392156863,0.4696245792181156,0.9523809523809524,0.5087017999994714
kanboost_bandpower_select80,11,4,0.5476190476190476,0.5357142857142857,0.6946636202094683,0.5714285714285714,0.48875609999959124
kanboost_bandpower_select80,11,5,0.7023809523809523,0.6904761904761905,0.5577245670007951,0.8095238095238095,0.5049077000003308
kanboost_bandpower_select80,22,1,0.65,0.6153846153846154,0.7800690203787621,0.525,0.4797307999997429
kanboost_bandpower_select80,22,2,0.75,0.7450980392156863,0.47141259544433106,0.9285714285714286,0.5532877000005101
kanboost_bandpower_select80,22,3,0.7023809523809523,0.6904761904761905,0.5263137119036563,0.8571428571428571,0.5249129999992874
kanboost_bandpower_select80,22,4,0.8333333333333333,0.8375,0.40027173328405125,1.0,0.49812030000066443
kanboost_bandpower_select80,22,5,0.6666666666666666,0.6388888888888888,0.6045012064717556,0.761904761904762,0.5207092000000557
kanboost_bandpower_select80,33,1,0.575,0.5751633986928104,0.7213267880343436,0.55,0.5165281999998115
kanboost_bandpower_select80,33,2,0.6904761904761905,0.6904761904761905,0.5468451204572121,0.8095238095238095,0.5301338999997824
kanboost_bandpower_select80,33,3,0.8333333333333333,0.8375,0.4860689454285062,0.8809523809523809,0.5110230999998748
kanboost_bandpower_select80,33,4,0.7619047619047619,0.7636363636363637,0.5042604073139423,0.8809523809523809,0.5074516999993648
kanboost_bandpower_select80,33,5,0.7738095238095238,0.7692307692307693,0.5341967025892443,0.8571428571428572,0.48754399999961606
kanboost_bandpower_select80,44,1,0.9,0.9150326797385621,0.47019083663039385,0.9,0.5023968999994395
kanboost_bandpower_select80,44,2,0.7738095238095238,0.7692307692307693,0.5342201191885532,0.8571428571428572,0.5112437999996473
kanboost_bandpower_select80,44,3,0.6785714285714286,0.675,0.5949646221230647,0.738095238095238,0.5042764999998326
kanboost_bandpower_select80,44,4,0.5357142857142857,0.5357142857142857,0.616002710658762,0.738095238095238,0.5118067000003066
kanboost_bandpower_select80,44,5,0.369047619047619,0.35,0.8401562672833146,0.5476190476190477,0.5018612999992911
kanboost_bandpower_select80,55,1,0.875,0.8452380952380952,0.49505318217739125,0.875,0.4966277000003174
kanboost_bandpower_select80,55,2,0.5357142857142857,0.5357142857142857,0.6964281604531869,0.5952380952380952,0.493717999999717
kanboost_bandpower_select80,55,3,0.6071428571428572,0.606060606060606,0.6028740619498961,0.7142857142857142,0.49660469999980705
kanboost_bandpower_select80,55,4,0.75,0.7450980392156863,0.4564253569498494,0.9761904761904763,0.5127558999993198
kanboost_bandpower_select80,55,5,0.7619047619047619,0.7636363636363637,0.5574005304135922,0.8095238095238095,0.5056356000004598
kanboost_connectivity_only,11,1,0.575,0.5751633986928104,0.6224353338005877,0.7,0.49416569999993953
kanboost_connectivity_only,11,2,0.7738095238095238,0.7692307692307693,0.5495969736773054,0.7857142857142857,0.49707610000041313
kanboost_connectivity_only,11,3,0.5357142857142857,0.5357142857142857,0.6621972974673737,0.6190476190476191,0.5065445000000182
kanboost_connectivity_only,11,4,0.9166666666666667,0.9212121212121211,0.4974160356697625,0.9523809523809523,0.4919655999983661
kanboost_connectivity_only,11,5,0.5357142857142857,0.5357142857142857,0.667052333925547,0.6428571428571429,0.505210100000113
kanboost_connectivity_only,22,1,0.8125,0.7692307692307693,0.5405813255036596,0.775,0.5054049999998824
kanboost_connectivity_only,22,2,0.6904761904761905,0.6904761904761905,0.5261200011270546,0.8571428571428571,0.4905357000006916
kanboost_connectivity_only,22,3,0.7738095238095238,0.7692307692307693,0.5697690449042306,0.7142857142857142,0.5324015000005602
kanboost_connectivity_only,22,4,0.8452380952380952,0.8452380952380952,0.4967431349255439,0.9047619047619047,0.4947539999993751
kanboost_connectivity_only,22,5,0.8333333333333333,0.8375,0.5082687573276163,0.9047619047619047,0.5031751000005897
kanboost_connectivity_only,33,1,0.575,0.5751633986928104,0.5159442689797432,0.8,0.4812154000010196
kanboost_connectivity_only,33,2,0.6904761904761905,0.6904761904761905,0.5945559660494047,0.738095238095238,0.5185908999992535
kanboost_connectivity_only,33,3,0.6785714285714286,0.675,0.5781531106123773,0.7857142857142857,0.5081228999988525
kanboost_connectivity_only,33,4,0.6071428571428572,0.606060606060606,0.672882595679031,0.738095238095238,0.4889875999997457
kanboost_connectivity_only,33,5,0.6190476190476191,0.6153846153846154,0.6032345046941734,0.6428571428571428,0.5099807000005967
kanboost_connectivity_only,44,1,0.7125,0.6904761904761905,0.5991315567277088,0.75,0.528599999999642
kanboost_connectivity_only,44,2,0.7023809523809523,0.6904761904761905,0.5436643762326032,0.7857142857142857,0.45934459999989485
kanboost_connectivity_only,44,3,0.5357142857142857,0.5357142857142857,0.6315074760391558,0.6666666666666666,0.49572429999898304
kanboost_connectivity_only,44,4,0.9166666666666667,0.9212121212121211,0.440543565924283,1.0,0.5026596000006975
kanboost_connectivity_only,44,5,0.6904761904761905,0.6904761904761905,0.5842886514162451,0.738095238095238,0.5020533000006253
kanboost_connectivity_only,55,1,0.6875,0.606060606060606,0.6190851306682786,0.9,0.4838179999987915
kanboost_connectivity_only,55,2,0.6071428571428572,0.606060606060606,0.5839577201312115,0.8333333333333333,0.49639749999914784
kanboost_connectivity_only,55,3,0.6071428571428572,0.606060606060606,0.5981232535471375,0.7142857142857143,0.5092566999992414
kanboost_connectivity_only,55,4,0.6666666666666666,0.6388888888888888,0.49779685016877234,0.9047619047619049,0.4754288000003726
kanboost_connectivity_only,55,5,0.5952380952380952,0.5751633986928104,0.5651443219345121,0.8095238095238095,0.5080044999995152
kanboost_combined_select80,11,1,0.6125,0.606060606060606,0.6387056452574166,0.75,0.4869214999998803
kanboost_combined_select80,11,2,0.6785714285714286,0.675,0.5883262294826876,0.7857142857142858,0.5446902999992744
kanboost_combined_select80,11,3,0.75,0.7450980392156863,0.6004130652090379,0.7619047619047619,0.5286882000000332
kanboost_combined_select80,11,4,0.5357142857142857,0.5357142857142857,0.5428553045270123,0.7857142857142857,0.4729965999995329
kanboost_combined_select80,11,5,0.6904761904761905,0.6904761904761905,0.5743674078103408,0.7619047619047619,0.4827602000004845
kanboost_combined_select80,22,1,0.65,0.6153846153846154,0.6947432167680745,0.6,0.4995275000001129
kanboost_combined_select80,22,2,0.6904761904761905,0.6904761904761905,0.5210749176988689,0.8333333333333333,0.471313399999417
kanboost_combined_select80,22,3,0.8452380952380952,0.8452380952380952,0.4941452918037524,0.8809523809523809,0.5315190999990591
kanboost_combined_select80,22,4,0.8452380952380952,0.8452380952380952,0.45362673919374213,0.9761904761904763,0.5009537000005366
kanboost_combined_select80,22,5,0.6666666666666666,0.6388888888888888,0.5298218438415524,0.8333333333333334,0.4927276999987953
kanboost_combined_select80,33,1,0.7375,0.7450980392156863,0.5721377488110294,0.725,0.5200793000003614
kanboost_combined_select80,33,2,0.6190476190476191,0.6153846153846154,0.5556905310760084,0.7857142857142857,0.5123084999995626
kanboost_combined_select80,33,3,0.6785714285714286,0.675,0.5608823539412569,0.7619047619047619,0.5046404999993683
kanboost_combined_select80,33,4,0.7619047619047619,0.7636363636363637,0.6124295752617617,0.7619047619047619,0.5151038000003609
kanboost_combined_select80,33,5,0.7023809523809523,0.6904761904761905,0.5199508026219607,0.7619047619047619,0.514566100000593
kanboost_combined_select80,44,1,0.675,0.675,0.48408716288898285,0.85,0.4999688999996579
kanboost_combined_select80,44,2,0.6904761904761905,0.6904761904761905,0.4879773700185857,0.8809523809523809,0.5054261999994196
kanboost_combined_select80,44,3,0.6785714285714286,0.675,0.5663037489676458,0.8333333333333333,0.507208900000478
kanboost_combined_select80,44,4,0.75,0.7450980392156863,0.49148816330657014,0.9285714285714286,0.5262409999995725
kanboost_combined_select80,44,5,0.6904761904761905,0.6904761904761905,0.7257672006603999,0.6190476190476191,0.5329755999991903
kanboost_combined_select80,55,1,0.6875,0.606060606060606,0.5893838543051658,0.95,0.5035757000005106
kanboost_combined_select80,55,2,0.6190476190476191,0.6153846153846154,0.6018278424778537,0.7380952380952381,0.4872527000006812
kanboost_combined_select80,55,3,0.6904761904761905,0.6904761904761905,0.5979176522438275,0.7142857142857142,0.4861915000001318
kanboost_combined_select80,55,4,0.6666666666666666,0.6388888888888888,0.49201675613604695,0.9761904761904763,0.4989986000000499
kanboost_combined_select80,55,5,0.7619047619047619,0.7636363636363637,0.5519995475905115,0.8095238095238095,0.5359384000003047
