model,mean_balanced_accuracy,std_balanced_accuracy,worst_seed_ba,mean_log_loss,mean_roc_auc,mean_fit_seconds,folds
kanboost_e150_h4_s8_select80,0.5424836601307189,0.07598332039242242,0.4117647058823529,0.7148529143517404,0.5550326797385621,1.5518281079998997,25
hist_gbdt_select80,0.5276470588235295,0.06222022547646573,0.37254901960784315,1.1556372062688904,0.517201076509035,0.22400600800043322,25
