model,mean_balanced_accuracy,std_balanced_accuracy,worst_seed_ba,mean_log_loss,mean_roc_auc,mean_fit_seconds,folds
kanboost_e80_h3_s6_select80,0.5356209150326797,0.07244571783446957,0.40522875816993464,0.6935781570065519,0.5557939254133025,0.6795072679997247,25
hist_gbdt_select80,0.5276470588235295,0.06222022547646573,0.37254901960784315,1.1556372062688904,0.517201076509035,0.26821129600008137,25
